ticker,company_name,file_date,cik,accession_no
FIHL,Fidelis Insurance Holdings Ltd,2024-05-23,1636639,1636639-0001193125-24-146011
RAPP,"Rapport Therapeutics, Inc.",2024-06-07,2012593,2012593-0001193125-24-157358
WAY,Waystar Holding Corp.,2024-06-07,1990354,1990354-0001104659-24-069649
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,2024-06-12,946581,946581-0001193125-24-160021
TEM,"Tempus AI, Inc.",2024-06-17,1717115,1717115-0001193125-24-161989
WBTN,WEBTOON Entertainment Inc.,2024-06-27,1997859,1997859-0001193125-24-169730
BIRK,Birkenstock Holding plc,2024-06-27,1977102,1977102-0000950170-24-078464
LB,LandBridge Co LLC,2024-06-28,1995807,1995807-0001193125-24-172433
ALMS,ALUMIS INC.,2024-06-28,1847367,1847367-0001104659-24-076337
NNE,Nano Nuclear Energy Inc.,2024-07-15,1923891,1923891-0001493152-24-027189
ARDT,"Ardent Health Partners, Inc.",2024-07-18,1756655,1756655-0001193125-24-181092
QMMM,QMMM Holdings Ltd,2024-07-22,1971542,1971542-0001493152-24-028661
OS,"OneStream, Inc.",2024-07-24,1889956,1889956-0000950170-24-086133
LINE,"Lineage, Inc.",2024-07-26,1868159,1868159-0001193125-24-185331
CON,"Concentra Group Holdings Parent, Inc.",2024-07-26,2014596,2014596-0001104659-24-082804
ULS,UL Solutions Inc.,2024-09-06,1901440,1901440-0001628280-24-039710
PACS,"PACS Group, Inc.",2024-09-06,2001184,2001184-0001628280-24-039734
LQDA,Liquidia Corp,2024-09-11,1819576,1819576-0001104659-24-098952
VIK,Viking Holdings Ltd,2024-09-12,1745201,1745201-0001193125-24-217990
BCAX,Bicara Therapeutics Inc.,2024-09-13,2023658,2023658-0001193125-24-218862
ZBIO,"Zenas BioPharma, Inc.",2024-09-13,1953926,1953926-0001104659-24-099805
GRDN,"Guardian Pharmacy Services, Inc.",2024-09-26,1802255,1802255-0001193125-24-227041
BKV,BKV Corp,2024-09-27,1838406,1838406-0001104659-24-103216
SARO,"StandardAero, Inc.",2024-10-02,2025410,2025410-0001193125-24-231156
MRX,Marex Group plc,2024-10-24,1997464,1997464-0001193125-24-242729
INGM,Ingram Micro Holding Corp,2024-10-24,1897762,1897762-0001193125-24-242843
NNE,Nano Nuclear Energy Inc.,2024-10-24,1923891,1923891-0001493152-24-042420
SEPN,"Septerna, Inc.",2024-10-25,1984086,1984086-0001193125-24-244123
MRX,Marex Group plc,2024-10-31,1997464,1997464-0001193125-24-248531
OS,"OneStream, Inc.",2024-11-15,1889956,1889956-0000950170-24-127702
SEI,"Solaris Energy Infrastructure, Inc.",2024-11-25,1697500,1697500-0001193125-24-265250
AS,"Amer Sports, Inc.",2024-12-05,1988894,1988894-0001104659-24-125912
SEI,"Solaris Energy Infrastructure, Inc.",2024-12-09,1697500,1697500-0001193125-24-273426
TTAN,"ServiceTitan, Inc.",2024-12-12,1638826,1638826-0001193125-24-277099
ORA,"ORMAT TECHNOLOGIES, INC.",2024-12-12,1296445,1296445-0001213900-24-108059
CGON,"CG Oncology, Inc.",2024-12-13,1991792,1991792-0001193125-24-278472
